"","id_sampl","FID","strata_id","psu_id","population","ADM3_FR","ADM3_PCODE","ADM3_REF","ADM3ALT1FR","ADM3ALT2FR","ADM2_FR","ADM2_PCODE","ADM1_FR","ADM1_PCODE","SumDist","proba","survey_buffer","POINT_X","POINT_Y","NEAR_FID","NEAR_DIST","NEAR_X","NEAR_Y","NEAR_featureNam","NEAR_pcode","Exclude","Include","Check Exclure","Visité (Oui/NON)","Jour visité","enquêtes faites","manque Enquètes?","Equipe","Responsable","Date enquête"
"75","id_25083",25082,"BF5205","AMG-344",4341.6257368,"Namouno","BF520505",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.0344111407679073,4,1.69919653859,11.8648249297999,"3014","4.2690320206300002E-3","1.6991670000000001","11.860556000000001","Namounou","BF5205050001",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-20
"76","id_25084",25083,"BF5205","AMH-344",2455.37862732,"Namouno","BF520505",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.0194610002578192,8,1.70604215597,11.8687772488,"3014","1.07171218607E-2","1.6991670000000001","11.860556000000001","Namounou","BF5205050001",NA,NA,NA,NA,NA,NA,-8,4,"Alberto",2020-07-20
"77","id_26484",26483,"BF5205","AML-336",14.0158189254,"Partiaga","BF520506",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.000111087492855826,4,1.73342462435,11.9320143518999,"3014","7.9245699438E-2","1.6991670000000001","11.860556000000001","Namounou","BF5205050001",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-20
"78","id_24881",NA,"BF5205","AMF-345",1809.96534674,"Namouno","BF520505",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.0143455415338518,4,1.69235092141,11.8608726109,"3014","6.8234280112299999E-3","1.6991670000000001","11.860556000000001","Namounou","BF5205050001",NA,"X",NA,NA,NA,NA,-4,4,"Alberto",2020-07-20
"79","id_33396",33395,"BF4602","FU-303",1003.70148818,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00560535454384889,4,-4.07850437413,12.1889150823999,"4154","1.2148142508899999E-2","-4.0793999999999997","12.1768","Solenzo","BF4602050013",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"80","id_33398",33397,"BF4602","FW-303",1160.5298457,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.0064811911912799,4,-4.06481313961,12.1889150823999,"4154","1.8961848976699999E-2","-4.0793999999999997","12.1768","Solenzo","BF4602050013",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"81","id_47383",47382,"BF5201","ABY-237",4767.62909824,"Piéla","BF520106","Piela","NA","NA","Gnagna","BF5201","Est","BF52",281458.559622479,0.0169390090840898,8,-0.135428869497,12.7106211812,"6229","2.9489065567500001E-3","-0.13250000000000001","12.710278000000001","Piela","BF5201060010",NA,NA,NA,NA,NA,NA,-8,4,"Alberto",2020-07-20
"82","id_29345",29344,"BF5202","AEX-321",590.6806734,"Fada-Ngourma","BF520203",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.00256047276139074,4,0.391683654477,12.0505839201999,"3688","2.9712505936E-2","0.41666700000000001","12.066667000000001","Pondyomongou","BF5202030025",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-08-02
"83","id_29556",29555,"BF5202","AEX-320",1640.77964833,"Fada-Ngourma","BF520203",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.00711242433718205,4,0.391683654477,12.0584885576,"3688","2.62879149724E-2","0.41666700000000001","12.066667000000001","Pondyomongou","BF5202030025",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-08-02
"84","id_60629",60628,"BF4901","UB-115",198.358729968,"Bourzanga","BF490101",NA,"NA","NA","Bam","BF4901","Centre-Nord","BF49",212290.518069069,0.000934373950246163,4,-1.53878039445,13.6789393189999,"9232","7.3836325870300003E-3","-1.546111","13.678056","Bourzanga","BF4901010020",NA,NA,"EXCLURE",NA,NA,NA,-4,2,"Robin",2020-07-21
"85","id_60668",60667,"BF4901","TZ-114",738.335272658,"Bourzanga","BF490101",NA,"NA","NA","Bam","BF4901","Centre-Nord","BF49",212290.518069069,0.00347794748146869,8,-1.55247162921,13.6868439569,"9232","1.0848308170199999E-2","-1.546111","13.678056","Bourzanga","BF4901010020",NA,NA,"EXCLURE",NA,NA,NA,-8,2,"Robin",2020-07-21
"86","id_34356",34355,"BF4602","GP-300",303.20149122,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.0016932841851152,4,-3.93474641317,12.216581315,"4373","1.6811207212199999E-2","-3.9333330000000002","12.233333","Daboura","BF4602050019",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"87","id_34888",34887,"BF4602","GP-298",899.149249825,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00502146344551501,4,-3.93474641317,12.2323905899,"4373","1.6987859378699999E-3","-3.9333330000000002","12.233333","Daboura","BF4602050019",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"88","id_34889",34888,"BF4602","GQ-298",2519.70894428,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.0140717754694249,4,-3.92790079583,12.2284382713,"4373","7.3121276689299998E-3","-3.9333330000000002","12.233333","Daboura","BF4602050019",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"89","id_40221",40220,"BF4602","HI-276",591.343986348,"Sanaba","BF460204",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00330246865217264,4,-3.80467968627,12.402340304,"5133","1.8680201012500001E-2","-3.8166669999999998","12.416667","Sanaba","BF4602040007",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"90","id_40444",40443,"BF4602","HG-275",659.575984773,"Sanaba","BF460204",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00368352272742462,4,-3.81837092038,12.4102449424,"5133","6.6442583577599997E-3","-3.8166669999999998","12.416667","Sanaba","BF4602040007",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"91","id_46461",46460,"BF5201","ACB-243",472.822720487,"Piéla","BF520106","Piela","NA","NA","Gnagna","BF5201","Est","BF52",281458.559622479,0.00167990172734913,4,-0.114892017802,12.6671456728,"6165","1.6284352076899999E-2","-0.11666700000000001","12.6833329999999","Tyangore","BF5201060006",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-20
"92","id_41130",41129,"BF4602","HX-272",128.882663691,"Sanaba","BF460204",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.000719768808805569,4,-3.7019954285,12.437911175,"5203","4.99413864993E-3","-3.7","12.4333329999999","Founa","BF4602040008",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"93","id_28113",28112,"BF5202","ADU-327",13.6530882278,"Diapangou","BF520202",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,5.91831798303535e-05,4,0.193160755614,11.9992037734,"3428","1.8754720627399999E-2","0.2","12.016667","Yensendini","BF5202020002",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-08-03
"94","id_34867",34866,"BF5202","ADT-299",122.87779405,"Diapangou","BF520202",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.000532648618472314,4,0.186315138433,12.2244859525,"4347","1.5761074003899998E-2","0.2","12.2166669999999","Balga","BF5202020017",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-29
"95","id_34868",34867,"BF5202","ADU-299",354.980293922,"Diapangou","BF520202",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.00153876267558572,4,0.193160755614,12.2205336339,"4347","7.8565973320800005E-3","0.2","12.2166669999999","Balga","BF5202020017",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-29
"96","id_33702",33701,"BF5205","ANG-303",402.831174222,"Diapaga","BF520502",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.00319278562506208,4,1.87718258556,12.1889150823999,"4296","3.2108715411200001E-2","1.858393","12.214952","Baripoa","BF5205020039",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",NA
"97","id_34343",34342,"BF5205","ANE-301",88.426355317,"Diapaga","BF520502",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.000700855381110996,4,1.86349135144,12.2047243581,"4296","1.14279414339E-2","1.858393","12.214952","Baripoa","BF5205020039",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",NA
"98","id_34598",34597,"BF5202","ACO-300",253.35351908,"Tibga","BF520205",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.00109823262182058,4,-0.0258989945429,12.2126289959999,"4343","8.4599003059299994E-3","-3.3333000000000002E-2","12.2166669999999","Bougoure","BF5202050009",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-29
"99","id_28297",28296,"BF5202","ACF-326",178.116663979,"Diabo","BF520201",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.000772097153344948,4,-0.0875095493762,12.0110607299,"3425","1.36909320928E-2","-0.1","12.016667","Dianga","BF5202010011",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-31
"100","id_29808",29807,"BF5205","AMT-319",1856.95346166,"Diapaga","BF520502",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.0147179630033547,8,1.78818956225,12.0663931951,"3701","6.6626719381999997E-3","1.7883849999999999","12.073053","Diapaga","BF5205020012",NA,NA,NA,NA,NA,NA,-8,4,"Alberto",2020-07-25
"101","id_56199",56198,"BF4901","UC-173",139.295056597,"Sabsé","BF490107","Sabse","NA","NA","Bam","BF4901","Centre-Nord","BF49",212290.518069069,0.0006561529825448,4,-1.53193477752,13.2165180042999,"7991","5.7456093044100003E-3","-1.5291060000000001","13.211517000000001","Boussouma","BF4901070022",NA,NA,NA,"oui",2020-07-23,4,0,2,"Robin",NA
"102","id_30015",30014,"BF5205","AMS-318",1640.80014866,"Diapaga","BF520502",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.013004760960616,4,1.78134394512,12.070345514,"3701","7.5436684789900003E-3","1.7883849999999999","12.073053","Diapaga","BF5205020012",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-25
"103","id_30016",30015,"BF5205","AMT-318",2780.51761719,"Diapaga","BF520502",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.0220380080949338,4,1.78818956225,12.0742978329999,"3701","1.2600813701100001E-3","1.7883849999999999","12.073053","Diapaga","BF5205020012",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-25
"104","id_30017",30016,"BF5205","AMU-318",3144.04818905,"Diapaga","BF520502",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.0249193024395109,4,1.79503517943,12.070345514,"3701","7.18020659214E-3","1.7883849999999999","12.073053","Diapaga","BF5205020012",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-25
"105","id_30258",30257,"BF5205","AMU-317",972.689908487,"Diapaga","BF520502",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.00770940919222096,4,1.79503517943,12.0782501519,"3701","8.4400992032900007E-3","1.7883849999999999","12.073053","Diapaga","BF5205020012",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-25
"106","id_31357",31356,"BF5202","ADS-312",1652.02367556,"Diapangou","BF520202",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.0071611647594563,4,0.179469521501,12.1177733414,"3878","4.1166954550100002E-3","0.18083299999999999","12.113889","Diapangou","BF5202020013",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-08-01
"107","id_41950",41949,"BF5201","ACF-269",669.624171803,"Bilanga","BF520101",NA,"NA","NA","Gnagna","BF5201","Est","BF52",281458.559622479,0.00237912171760265,4,-0.0875095493762,12.4616250877,"5301","1.23525798669E-2","-8.3332999999900001E-2","12.4499999999999","Gonponsago","BF5201010022",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",NA
"108","id_23278",23277,"BF5205","ANF-352",461.293764386,"Tansarga","BF520508",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.00365615223972396,4,1.87033696838,11.8055401457,"2966","5.4026980135399999E-2","1.9166669999999999","11.833333","Kodjar","BF5205080001",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",NA
"109","id_24426",24425,"BF5205","ANM-347",1758.68247672,"Tansarga","BF520508",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.0139390804139347,4,1.91825628915,11.8411110161999,"2966","7.93872630738E-3","1.9166669999999999","11.833333","Kodjar","BF5205080001",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",NA
"110","id_25108",25107,"BF5205","ANU-344",172.985161645,"Tansarga","BF520508",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.00137105708989847,4,1.9730212264,11.8648249297999,"2966","6.4556490588999996E-2","1.9166669999999999","11.833333","Kodjar","BF5205080001",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",NA
"111","id_25611",25610,"BF5202","ACQ-341",215.614909027,"Diabo","BF520201",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.000934643922469287,4,-0.0122077604298,11.8885388437999,"3081","6.8546062714899998E-3","-1.6666999999900001E-2","11.883333","Lorgou","BF5202010002",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-30
"112","id_25613",25612,"BF5202","ACS-341",234.364031551,"Diabo","BF520201",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.00101591730703146,4,0.00148347403314,11.8885388437999,"3081","1.88822805089E-2","-1.6666999999900001E-2","11.883333","Lorgou","BF5202010002",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-30
"113","id_51205",51204,"BF4903","WP-211",1373.0158161,"Boussouma","BF490302",NA,"NA","NA","Sanmatenga","BF4903","Centre-Nord","BF49",438084.305604161,0.00313413605220684,4,-1.08696965967,12.9200940844,"6971","1.11870525644E-2","-1.082778","12.909722","Boussouma","BF4903020024",NA,NA,NA,"oui",2020-07-28,4,0,2,"Robin",NA
"114","id_37562",37561,"BF48","AAM-288",163.476739042,"Andemtenga","BF480301",NA,"NA","NA","Kourittenga","BF4803","Centre-Est","BF48",868756.828704596,0.000188173184532846,4,-0.395562322793,12.3074846497999,"4707","1.4337932855000001E-2","-0.38333299999999998","12.3","Dakon","BF4803010010",NA,NA,NA,"oui",2020-07-19,4,0,8,"Robin",2020-07-19
"115","id_32246",32245,"BF48","ABK-308",236.472777888,"Baskouré","BF480302","Baskoure","NA","NA","Kourittenga","BF4803","Centre-Est","BF48",868756.828704596,0.000272196741452502,4,-0.231267510587,12.1493918929,"4082","2.1531467050700001E-3","-0.23333300000000001","12.15","Denga","BF4803060025",NA,NA,NA,"oui",2020-07-17,4,0,8,"Robin",2020-07-18
"116","id_56910",56909,"BF5403","RT-167",302.771059336,"Kalsaka","BF540303",NA,"NA","NA","Yatenga","BF5403","Nord","BF54",480120.495738996,0.000630614735307181,4,-1.94951742654,13.2678981497,"8160","9.0590957305000004E-3","-1.946307","13.259427000000001","Derga","BF5403030042",NA,NA,NA,"oui",2020-07-17,4,0,3,"Robin",2020-07-17
"117","id_27350",27349,"BF48","AAP-331",177.639705682,"Dialgaye","BF480303",NA,"NA","NA","Kourittenga","BF4803","Centre-Est","BF48",868756.828704596,0.000204475751801432,4,-0.375025471548,11.9715375413,"3253","7.1761201593399998E-3","-0.37611099999999997","11.964444","Dialgaye","BF4803030010",NA,NA,NA,"oui",2020-07-18,4,0,8,"Robin",2020-07-18
"118","id_27145",NA,"BF48","AAQ-332",1268.85504059,"Dialgaye","BF480303",NA,"NA","NA","Kourittenga","BF4803","Centre-Est","BF48",868756.828704596,0.00146054108430088,4,-0.368179854367,11.959680584,"3253","9.2516594794600001E-3","-0.37611099999999997","11.964444","Dialgaye","BF4803030010",NA,"x",NA,"oui",2020-07-18,4,0,8,"Robin",NA
"119","id_14694",14693,"BF48","ZZ-401",48.3580264743,"Bagré","BF480101","Bagre","NA","NA","Boulgou","BF4801","Centre-Est","BF48",868756.828704596,5.56634778300468e-05,4,-0.484555346502,11.4182128909,"2203","3.9061251480899999E-2","-0.45","11.4","Dialla","BF4801050022",NA,NA,NA,"oui",2020-07-17,4,0,8,"Robin",2020-07-16
"120","id_36332",36331,"BF55","ZO-293",460.994840738,"Zôrgho","BF550107","Zorgho","NA","NA","Ganzourgou","BF5501","Plateau-Central","BF55",599312.425317534,0.000769206212425433,4,-0.559857135948,12.2679614613,"4626","1.6812449312099999E-2","-0.56666700000000003","12.283333000000001","Digre","BF5501070044",NA,NA,NA,"oui",2020-07-24,4,0,8,"Robin",2020-07-24
"121","id_60798",60797,"BF5403","ON-110",1122.71547837,"Koumbri","BF540305",NA,"NA","NA","Yatenga","BF5403","Nord","BF54",480120.495738996,0.00233840356396768,4,-2.52454927088,13.718462508,"9305","2.6280639291099998E-3","-2.5253199999999998","13.7159499999999","Dim","BF5403050001",NA,NA,NA,"oui",2020-07-21,4,0,3,"Robin",2020-07-24
"122","id_33376",33375,"BF5205","AMM-304",19.6503011815,"Diapaga","BF520502",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.000155745640246448,4,1.74027024153,12.181010444,"4353","4.0203934925800003E-2","1.727077","12.218988","Mamangou","BF5205020040",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-21
"123","id_56761",56760,"BF5201","ABN-169",4519.17479675,"Mani","BF520105",NA,"NA","NA","Gnagna","BF5201","Est","BF52",281458.559622479,0.0160562706027189,4,-0.210730658943,13.2520888739,"8103","6.0251642400900004E-3","-0.21321999999999999","13.2466019999999","Manougou","BF5201050014",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",NA
"124","id_23012",23011,"BF5202","AFE-353",452.125947541,"Fada-Ngourma","BF520203",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.00195986803958416,4,0.439602974847,11.7936831887999,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",NA
"125","id_25077",25076,"BF5202","AFK-344",21.8770619778,"Fada-Ngourma","BF520203",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,9.48323244960497e-05,4,0.480676677737,11.8648249297999,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",NA
"126","id_30229",30228,"BF5202","AEM-317",1568.72371888,"Fada-Ngourma","BF520203",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.00680007749232688,4,0.316381865281,12.0782501519,"3686","1.1586660877000001E-2","0.31666699999999998","12.066667000000001","Ountadini","BF5202020005",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",NA
"127","id_23004",23003,"BF5202","ACY-353",168.742102717,"Diabo","BF520201",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.000731460461063863,4,0.0425571774718,11.7936831887999,"3007","5.7067229393100001E-2","3.3333000000000002E-2","11.85","Saltenga","BF5202010001",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-30
"128","id_23018",23017,"BF5205","AMK-353",81.1307531621,"Tambaga","BF520507",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.000643031421157242,4,1.72657900742,11.7936831887999,"2850","1.52403808454E-2","1.7416670000000001","11.795833","Tambaga","BF5205070004",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-23
"129","id_23020",23019,"BF5205","AMM-353",2129.68227051,"Tambaga","BF520507",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.0168795748054162,8,1.74027024153,11.7936831887999,"2850","2.5637126014700002E-3","1.7416670000000001","11.795833","Tambaga","BF5205070004",NA,NA,NA,NA,NA,NA,-8,4,"Alberto",2020-07-23
"130","id_23726",23725,"BF5205","AMS-350",486.784518973,"Tambaga","BF520507",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.00385818852694662,4,1.78134394512,11.8173971033999,"2850","4.5158283060599998E-2","1.7416670000000001","11.795833","Tambaga","BF5205070004",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-23
"131","id_23729",23728,"BF5205","AMV-350",324.523012648,"Tambaga","BF520507",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.0025721256846258,4,1.80188079636,11.8213494223,"2850","6.5397164167999997E-2","1.7416670000000001","11.795833","Tambaga","BF5205070004",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-23
"132","id_29359",29358,"BF5202","AGP-321",43.7541239555,"Fada-Ngourma","BF520203",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.000189664648991666,4,0.692890810712,12.0505839201999,"3595","7.1331294073100002E-3","0.7","12.05","Tambouana","BF5202030020",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",NA
"133","id_59405",59404,"BF5201","ADE-137",20.5199999879,"Koala","BF520103",NA,"NA","NA","Gnagna","BF5201","Est","BF52",281458.559622479,7.29059369003506e-05,4,0.0836308804109,13.501084967,"8883","2.0035127434199999E-2","0.101342","13.510451","Tanaden","BF5604040052",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",NA
"134","id_24420",24419,"BF5205","AMW-347",446.219142392,"Tambaga","BF520507",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.0035366728163684,4,1.80872641354,11.8411110161999,"3046","6.7503112206399998E-2","1.8669439999999999","11.875278","Tansarga","BF5205080002",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-22
"135","id_54275",54274,"BF4903","WT-189",2122.74060183,"Kaya","BF490304",NA,"NA","NA","Sanmatenga","BF4903","Centre-Nord","BF49",438084.305604161,0.00484550707403803,4,-1.05958719125,13.093996117,"7612","7.1582189491999999E-3","-1.066424","13.096117","Dimassa","BF4903040019",NA,NA,NA,"oui",2020-07-16,4,0,2,"Robin",2020-07-16
"136","id_54136",NA,"BF4903","WS-190",1650.23687983,"Kaya","BF490304",NA,"NA","NA","Sanmatenga","BF4903","Centre-Nord","BF49",438084.305604161,0.00376693905424017,4,-1.06643280838,13.0821391602,"7612","1.39778425813E-2","-1.066424","13.096117","Dimassa","BF4903040019",NA,"X",NA,"oui",2020-07-16,4,0,2,"Robin",2020-07-16
"137","id_33642",33641,"BF55","ZX-303",266.891749901,"Zôrgho","BF550107","Zorgho","NA","NA","Ganzourgou","BF5501","Plateau-Central","BF55",599312.425317534,0.000445329912456917,4,-0.498246581265,12.1928674012999,"4260","1.65314509411E-2","-0.48333300000000001","12.1999999999999","Doure","BF5501070010",NA,NA,NA,"oui",2020-07-23,4,0,8,"Robin",2020-07-23
